PSNR_LDCT,PSNR_ENH,SSIM_LDCT,SSIM_ENH
30.445614,28.309717,0.9734644237063885,0.9763687726346335
30.376635,28.117525,0.9730726636793835,0.9754250993928788
30.44218,28.107882,0.9792752041073006,0.9806109801645756
30.418613,28.115963,0.9696171495790923,0.9726442205212805
30.268553,27.996092,0.9716441445627635,0.9745092644894551
30.319803,28.005095,0.9662028609946594,0.9693232660813678
30.219385,28.014435,0.9651924337735522,0.9684299084622914
30.136469,27.73883,0.9613259805598293,0.9653954928194278
30.007162,27.816784,0.9593876950974967,0.9652251220362966
30.050446,28.063753,0.9600841051462881,0.9658286988765579
30.162592,27.950226,0.9604697812566095,0.9654422098564334
30.27733,28.030869,0.9565960207938655,0.962086845851061
29.908165,27.733355,0.9535173566403738,0.9617066341395338
29.835533,27.767172,0.9510481383142075,0.961503845934991
29.834156,27.709969,0.9539951283337628,0.9640501263207178
29.783907,27.684258,0.9542370714736917,0.9651074604983889
29.712936,27.537113,0.9538261665411036,0.9638331391107148
29.735212,27.66166,0.9484114851740605,0.9589164950023744
29.774122,27.708813,0.9487205258720315,0.9582970380866539
29.829956,27.844501,0.9497704687805415,0.9597016832190781
29.738708,27.696753,0.9500970654994485,0.9604932254653153
29.776001,27.665712,0.9500972040111765,0.9602001645549193
29.77921,27.69794,0.9483327897828546,0.9579206405847971
29.770605,27.918339,0.9479591264573729,0.958674753360266
29.828474,28.130844,0.9470482829808453,0.9584510184273434
29.83194,28.379597,0.9458511313072717,0.9578600372301355
29.721352,28.37285,0.9436608118058684,0.9569788388503423
29.853096,28.609463,0.9496988130089364,0.9614283462727391
29.768887,28.410942,0.945429936449686,0.9591783735939006
29.706717,28.354473,0.944619248851883,0.9589994674727674
29.787905,28.368795,0.951543059590567,0.9624988117177967
29.815437,28.390232,0.9490665933253021,0.9605619181631677
29.901228,28.549458,0.9487456123391349,0.9604186851264539
30.146368,28.809288,0.9518938826351636,0.9629047464466263
30.047464,28.653898,0.9525718732610378,0.9624399993424382
30.163136,28.609734,0.9552070886450392,0.9647523362307269
30.299297,28.735445,0.9573073004312749,0.9657171388317503
30.270988,28.65617,0.9584441033625958,0.9671777557174208
30.231153,28.424847,0.9607822132861555,0.9679937076195615
30.264576,28.58945,0.9622292085310143,0.9697962349476295
30.358952,28.47312,0.9592163230080842,0.9657456352258598
30.340542,28.453283,0.960969527285585,0.9666748801469044
30.205032,28.207253,0.9573988770334299,0.9645623464930168
30.201914,28.108295,0.9610404072554314,0.9668366141815992
30.15419,28.245,0.9617213362669566,0.9685477368740453
30.338593,28.16704,0.9612582613977377,0.9679550114698928
30.329239,28.403652,0.962893733127451,0.969239586333862
30.28861,28.218746,0.9592835603374654,0.9664406025975072
30.195797,28.359367,0.9556489256092408,0.964515383265765
30.16109,28.072628,0.9573320376661916,0.9655328105832085
30.183924,27.841675,0.9588299907487154,0.9655212684398434
30.265942,27.91563,0.9581636799956171,0.965154060222884
30.280304,27.97164,0.9622482436315285,0.9679721108957396
30.282253,27.927692,0.9649759977056087,0.9702717391774786
30.221676,27.660429,0.9646221153632129,0.9675369536242746
30.205717,27.471983,0.964169501796197,0.9678384285782704
30.091099,27.449028,0.9675491293415174,0.9703422448881411
30.15273,27.629892,0.974575620128368,0.9772402076354004
30.107584,27.546246,0.9748718327178145,0.9768448366438102
29.964066,26.957607,0.9841525678380921,0.9842223140927847
30.089771,27.349949,0.9811698832826635,0.9817163380816416
30.119976,27.701298,0.9810036722529394,0.9819795806666562
30.306437,28.212563,0.9714116592148001,0.9752414880716798
30.273579,28.340342,0.9715393767612052,0.9749490928875204
30.269854,28.438095,0.9718846554022823,0.975260926099276
30.228485,28.12937,0.9697087722227368,0.9734422671403837
30.233107,27.970097,0.9730658953199772,0.9754101332155365
30.265652,28.14666,0.9663675178876758,0.9703068396123964
30.318382,28.387163,0.9657216337717734,0.972184945107932
30.284992,28.30456,0.9742817967831199,0.9780906408402574
30.22951,28.241446,0.9618962452818498,0.9689438629507083
30.269804,27.800179,0.9734984695827368,0.9768733967400404
30.13788,27.087776,0.9805540056686849,0.981587117626232
30.168251,27.663635,0.9708510769723219,0.9734531460081757
30.230177,27.897522,0.967788785769361,0.9711766561174956
30.154194,27.871456,0.9649389118942526,0.9686808865500209
